run_id,seabed_id,youngs_modulus,EA,EI,submerged_weight,residual_lay_tension,elem_length,cable_node_no,cable_x,cable_z,cable_y,seabed_gap,seabed_pen,seabed_node_no,seabed_x,seabed_z,seabed_y
4.0,93490310.0,59257132.85339048,7446470.9298002375,74464.70929800237,143.27365559343772,5317.176520411832,2.0,1.0,0.0,-0.10009813475189622,0.0,0.0,9.813543147174641e-05,2000001,-1.0,-0.1,-1.0
,,,,,,,,2.0,2.0187565689936475,0.007589478720200173,0.0,-0.05012679845094681,0.0,2000002,0.00995024875621886,-0.1,-1.0
,,,,,,,,3.0,4.036924451497528,0.12587208023843002,0.0,0.0,0.0015889727510511875,2000003,1.0199004975124377,-0.09239473727700001,-1.0
,,,,,,,,4.0,6.05414731290276,0.2594045624466794,0.0,-0.043307166546583176,0.0,2000004,2.0298507462686564,-0.04203972668000001,-1.0
,,,,,,,,5.0,8.06899883468601,0.4249725824283702,0.0,-0.2024923861026764,0.0,2000005,3.0398009950248754,0.04209713400000001,-1.0
,,,,,,,,6.0,10.079983313727041,0.6323619407829844,0.0,-0.2891237139701843,0.0,2000006,4.0497512437810945,0.128564923,-1.0
,,,,,,,,7.0,12.087592029281815,0.8702997774387506,0.0,-0.1508232206106186,0.0,2000007,5.059701492537314,0.189799707,-1.0
,,,,,,,,8.0,14.095806279848018,1.1031475890705087,0.0,0.0,0.00364850671030581,2000008,6.069651741293533,0.21649474,-1.0
,,,,,,,,9.0,16.107971610448445,1.29917171245875,0.0,-0.024763815104961395,0.0,2000009,7.079601990049752,0.219970837,-1.0
,,,,,,,,10.0,18.121898362795072,1.4762782942121753,0.0,-0.1194114163517952,0.0,2000010,8.08955223880597,0.22254693499999997,-1.0
,,,,,,,,11.0,20.135965873624457,1.6518559384644442,0.0,-0.10486477613449097,0.0,2000011,9.099502487562189,0.250112863,-1.0
,,,,,,,,12.0,22.15159838474286,1.808519861060038,0.0,-0.005609702784568071,0.0,2000012,10.109452736318408,0.34435969099999997,-1.0
,,,,,,,,13.0,24.171734674826254,1.8882319697632515,0.0,0.0,0.006244216579943895,2000013,11.119402985074627,0.511727713,-1.0
,,,,,,,,14.0,26.192895371626154,1.8414744107376,0.0,-0.00759102450683713,0.0,2000014,12.129353233830846,0.724968886,-1.0
,,,,,,,,15.0,28.210184219767935,1.707909329411718,0.0,-0.0017608760390430689,0.0,2000015,13.139303482587065,0.9406564700000001,-1.0
,,,,,,,,16.0,30.224279016423054,1.5327065272242912,0.0,0.0,0.001337495748884976,2000016,14.149253731343284,1.1161356999999998,-1.0
,,,,,,,,17.0,32.235541608578224,1.327610079292925,0.0,-0.029691927134990692,0.0,2000017,15.159203980099504,1.2259154799999998,-1.0
,,,,,,,,18.0,34.24386309126059,1.095550476947437,0.0,-0.04814920574426651,0.0,2000018,16.16915422885572,1.2775010999999998,-1.0
,,,,,,,,19.0,36.245452080574964,0.8113058858390448,0.0,0.0,0.004877546336501837,2000019,17.17910447761194,1.31265075,-1.0
,,,,,,,,20.0,38.23498186042265,0.4522572134634329,0.0,-0.00563217606395483,0.0,2000020,18.18905472636816,1.3598899,-1.0
,,,,,,,,21.0,40.219229052896694,0.06513981711742242,0.0,-0.11231419444084167,0.0,2000021,19.199004975124378,1.43896356,-1.0
,,,,,,,,22.0,42.208805537791505,-0.293493274544291,0.0,-0.2752240300178528,0.0,2000022,20.208955223880597,1.55467084,-1.0
,,,,,,,,23.0,44.20837828578148,-0.5912891862494578,0.0,-0.4067860543727875,0.0,2000023,21.218905472636816,1.6903477599999999,-1.0
,,,,,,,,24.0,46.2180960764764,-0.8102928535343583,0.0,-0.3382597863674164,0.0,2000024,22.228855721393035,1.81219142,-1.0
,,,,,,,,25.0,48.2354020999406,-0.9421079731707007,0.0,-0.19424352049827576,0.0,2000025,23.238805970149254,1.88442531,-1.0
,,,,,,,,26.0,50.25653155087146,-0.9859481318943218,0.0,-0.07323601096868515,0.0,2000026,24.248756218905474,1.8953058299999999,-1.0
,,,,,,,,27.0,52.27779507237097,-0.9487487023257518,0.0,0.0,0.0007813677657395601,2000027,25.258706467661693,1.87355083,-1.0
,,,,,,,,28.0,54.296413174026334,-0.8388018260348186,0.0,-0.014223551377654076,0.0,2000028,26.26865671641791,1.8306592,-1.0
,,,,,,,,29.0,56.3097612043426,-0.6561565172474593,0.0,-0.018775563687086105,0.0,2000029,27.27860696517413,1.7714298,-1.0
,,,,,,,,30.0,58.31565285971448,-0.40443130931016424,0.0,-0.0019346651388332248,0.0,2000030,28.28855721393035,1.7006517099999998,-1.0
,,,,,,,,31.0,60.31423699633475,-0.10000009690208694,0.0,0.0,0.0010971366427838802,2000031,29.29850746268657,1.6197764099999998,-1.0
,,,,,,,,32.0,62.307888202887725,0.23530042549272445,0.0,0.0,0.00016216833319049329,2000032,30.308457711442788,1.52625474,-1.0
,,,,,,,,33.0,64.2988926932314,0.5860524071800245,0.0,-0.03612321615219116,0.0,2000033,31.318407960199007,1.41553834,-1.0
,,,,,,,,34.0,66.29207062329041,0.9243111764060519,0.0,-0.06674356013536453,0.0,2000034,32.32835820895522,1.2857457799999998,-1.0
,,,,,,,,35.0,68.29673103338409,1.186087173883561,0.0,0.0,0.0026335683651268482,2000035,33.33830845771144,1.15063145,-1.0
,,,,,,,,36.0,70.31638333121028,1.2765376990008392,0.0,0.0,0.007235025521367788,2000036,34.34825870646766,1.0351507999999998,-1.0
,,,,,,,,37.0,72.33467384988785,1.1598527386715582,0.0,-0.0880572721362114,0.0,2000037,35.35820895522388,0.92801462,-1.0
,,,,,,,,38.0,74.34211971272481,0.920440982340471,0.0,-0.24215874075889587,0.0,2000038,36.3681592039801,0.800760095,-1.0
,,,,,,,,39.0,76.34530389836394,0.6477128483036976,0.0,-0.43007656931877136,0.0,2000039,37.37810945273632,0.6308492330000001,-1.0
,,,,,,,,40.0,78.34994896125043,0.38602150904600824,0.0,-0.3823234438896179,0.0,2000040,38.38805970149254,0.413562338,-1.0
