run_id,seabed_id,youngs_modulus,EA,EI,submerged_weight,residual_lay_tension,elem_length,cable_node_no,cable_x,cable_z,cable_y,seabed_gap,seabed_pen,seabed_node_no,seabed_x,seabed_z,seabed_y
6.0,32451839.0,61360614.172726005,7710802.188191752,77108.02188191752,113.11951258062314,4002.95013501337,2.0,1.0,0.0,0.5541579313300106,0.0,-0.5,0.0,2000001,-1.0,-0.1,-1.0
,,,,,,,,2.0,2.0077484300352304,0.786659876726425,0.0,-0.26193514466285706,0.0,2000002,0.00995024875621886,-0.1,-1.0
,,,,,,,,3.0,4.011950613144968,1.0480233157363392,0.0,-0.02426668256521225,0.0,2000003,1.0199004975124377,0.20850241299999997,-1.0
,,,,,,,,4.0,6.009926617970727,1.3534110435585835,0.0,-0.041559845209121704,0.0,2000004,2.0298507462686564,0.520765332,-1.0
,,,,,,,,5.0,8.00085378600441,1.701864519067424,0.0,-0.10940773785114288,0.0,2000005,3.0398009950248754,0.805396858,-1.0
,,,,,,,,6.0,9.987038437096638,2.0764681930414977,0.0,-0.12237691134214401,0.0,2000006,4.0497512437810945,1.03163293,-1.0
,,,,,,,,7.0,11.975095970150397,2.4410586306333437,0.0,-0.04538746923208237,0.0,2000007,5.059701492537314,1.19426334,-1.0
,,,,,,,,8.0,13.975232424956614,2.7321979642297665,0.0,0.0,0.005072020925581455,2000008,6.069651741293533,1.31890708,-1.0
,,,,,,,,9.0,15.989775520353598,2.896330356368338,0.0,-0.05859312042593956,0.0,2000009,7.079601990049752,1.4476372499999999,-1.0
,,,,,,,,10.0,18.010231593608523,2.9521699387991545,0.0,-0.13737456500530243,0.0,2000010,8.08955223880597,1.6049552699999998,-1.0
,,,,,,,,11.0,20.031234778532852,2.92202721533725,0.0,-0.09031849354505539,0.0,2000011,9.099502487562189,1.7759219,-1.0
,,,,,,,,12.0,22.04774169444565,2.7840838482633576,0.0,0.0,0.004967537242919207,2000012,10.109452736318408,1.97596703,-1.0
,,,,,,,,13.0,24.051515651711032,2.519016293937101,0.0,-0.0003309349121991545,0.0,2000013,11.119402985074627,2.20236651,-1.0
