run_id,seabed_id,youngs_modulus,EA,EI,submerged_weight,residual_lay_tension,elem_length,cable_node_no,cable_x,cable_z,cable_y,seabed_gap,seabed_pen,seabed_node_no,seabed_x,seabed_z,seabed_y
,,,,,,,,63.0,124.47644284135602,0.6056682932375697,0.0,0.0,0.0007422160706482828,2000063,61.616915422885576,-2.7629387100000002,-1.0
,,,,,,,,64.0,126.47745674481854,0.9000496016743286,0.0,0.0,0.006382758263498545,2000064,62.626865671641795,-2.52556852,-1.0
,,,,,,,,65.0,128.494130042346,1.0542099154817781,0.0,0.0,4.378831363283098e-05,2000065,63.636815920398014,-2.26858987,-1.0
,,,,,,,,66.0,130.51611250379855,1.10291087734352,0.0,0.0,0.0018215661402791739,2000066,64.64676616915423,-2.03007642,-1.0
,,,,,,,,67.0,132.53864921908462,1.0915031842350778,0.0,-0.04455849528312683,0.0,2000067,65.65671641791045,-1.80325417,-1.0
,,,,,,,,68.0,134.5608439017251,1.0525976333218443,0.0,-0.04399881139397621,0.0,2000068,66.66666666666666,-1.61764573,-1.0
,,,,,,,,69.0,136.582492462221,0.9916665287508757,0.0,-0.001909517333842814,0.0,2000069,67.67661691542287,-1.48056183,-1.0
,,,,,,,,70.0,138.6012368655222,0.8675270411177026,0.0,0.0,0.005879091564565897,2000070,68.68656716417908,-1.3693198800000002,-1.0
,,,,,,,,71.0,140.61129633810805,0.6431591750247581,0.0,-0.0627356693148613,0.0,2000071,69.6965174129353,-1.2503361400000002,-1.0
,,,,,,,,72.0,142.61498784367828,0.3676891754808569,0.0,-0.1566997617483139,0.0,2000072,70.7064676616915,-1.09503327,-1.0
,,,,,,,,73.0,144.61976396724052,0.10030670092012338,0.0,-0.1461266279220581,0.0,2000073,71.71641791044772,-0.8925633869999999,-1.0
,,,,,,,,74.0,146.62914687408468,-0.1298227916992339,0.0,-0.06110260263085365,0.0,2000074,72.72636815920393,-0.659346612,-1.0
,,,,,,,,75.0,148.64377898018165,-0.3081571673091866,0.0,-0.07001693546772003,0.0,2000075,73.73631840796014,-0.440874962,-1.0
,,,,,,,,76.0,150.66276165732089,-0.4274492148476082,0.0,-0.19394169747829437,0.0,2000076,74.74626865671635,-0.27986979,-1.0
,,,,,,,,77.0,152.68446383667273,-0.484263940953848,0.0,-0.27418234944343567,0.0,2000077,75.75621890547256,-0.19268907836,-1.0
,,,,,,,,78.0,154.70695157624553,-0.4774034988189116,0.0,-0.2315925508737564,0.0,2000078,76.76616915422878,-0.16992371172,-1.0
,,,,,,,,79.0,156.72824017755764,-0.4073865244452422,0.0,-0.15664318203926086,0.0,2000079,77.77611940298499,-0.18233638129000002,-1.0
,,,,,,,,80.0,158.7465186904223,-0.27670302068023794,0.0,-0.11439234763383865,0.0,2000080,78.7860696517412,-0.19160178745,-1.0
,,,,,,,,81.0,160.76048471697834,-0.09097925399460474,0.0,-0.103815458714962,0.0,2000081,79.79601990049741,-0.16584814651000002,-1.0
,,,,,,,,82.0,162.7699641220357,0.1383237596755215,0.0,-0.09185842424631119,0.0,2000082,80.80597014925362,-0.1,-1.0
,,,,,,,,83.0,164.77699869359634,0.388201895232663,0.0,-0.04384459927678108,0.0,2000083,81.81592039800984,-0.012622830540000005,-1.0
,,,,,,,,84.0,166.7870971261597,0.61216283201102,0.0,0.0,0.003278386779129505,2000084,82.82587064676605,0.10576609000000001,-1.0
,,,,,,,,85.0,168.80455428698534,0.7555370258955558,0.0,0.0,0.002811496378853917,2000085,83.83582089552226,0.217907851,-1.0
,,,,,,,,86.0,170.8261451312485,0.817794514930399,0.0,-0.022550668567419052,0.0,2000086,84.84577114427847,0.268016747,-1.0
,,,,,,,,87.0,172.84852011290923,0.8446381013935462,0.0,-0.054099760949611664,0.0,2000087,85.85572139303468,0.22203002600000002,-1.0
,,,,,,,,88.0,174.87099209649764,0.8628580854261725,0.0,-0.03360406309366226,0.0,2000088,86.8656716417909,0.08454130999999998,-1.0
,,,,,,,,89.0,176.8935431896679,0.8597771773647688,0.0,0.0,0.002621122868731618,2000089,87.87562189054711,-0.10758230278400001,-1.0
,,,,,,,,90.0,178.9154558274981,0.8088562811915444,0.0,-0.001305925427004695,0.0,2000090,88.88557213930332,-0.31489945799999997,-1.0
,,,,,,,,91.0,180.93513878460493,0.7011996198626668,0.0,0.0,0.0034281802363693714,2000091,89.89552238805953,-0.544756626,-1.0
,,,,,,,,92.0,182.9510505637474,0.5375263555956641,0.0,-0.016728918999433517,0.0,2000092,90.90547263681574,-0.814176472,-1.0
,,,,,,,,93.0,184.96539573983168,0.35564307562279446,0.0,-0.0729353129863739,0.0,2000093,91.91542288557196,-1.073096518,-1.0
,,,,,,,,94.0,186.9812251504096,0.19110801165531793,0.0,-0.11900840699672699,0.0,2000094,92.92537313432817,-1.25935598,-1.0
,,,,,,,,95.0,188.99910444524735,0.05406721796114631,0.0,-0.05435319244861603,0.0,2000095,93.93532338308438,-1.34538566,-1.0
,,,,,,,,96.0,191.01809172023945,-0.06547154812802984,0.0,0.0,0.0019093118607997894,2000096,94.94527363184059,-1.35370837,-1.0
,,,,,,,,97.0,193.03739491228046,-0.17944999605205825,0.0,-0.07764678448438644,0.0,2000097,95.9552238805968,-1.34124979,-1.0
,,,,,,,,98.0,195.05765510997676,-0.27488276805682466,0.0,-0.20151664316654205,0.0,2000098,96.96517412935302,-1.35245991,-1.0
,,,,,,,,99.0,197.07910875606677,-0.34023823113159113,0.0,-0.20630201697349548,0.0,2000099,97.97512437810923,-1.35790625,-1.0
,,,,,,,,100.0,199.10116479922007,-0.3830062656357441,0.0,0.0,0.0009519528830423951,2000100,98.98507462686544,-1.3288301800000002,-1.0
,,,,,,,,,,,,,,2000101,99.99502487562165,-1.30965119,-1.0
,,,,,,,,,,,,,,2000102,101.00497512437786,-1.35682959,-1.0
,,,,,,,,,,,,,,2000103,102.01492537313408,-1.49282978,-1.0
,,,,,,,,,,,,,,2000104,103.02487562189029,-1.6908532,-1.0
,,,,,,,,,,,,,,2000105,104.0348258706465,-1.89034085,-1.0
,,,,,,,,,,,,,,2000106,105.04477611940271,-2.04324538,-1.0
,,,,,,,,,,,,,,2000107,106.05472636815892,-2.16811775,-1.0
,,,,,,,,,,,,,,2000108,107.06467661691514,-2.27337896,-1.0
,,,,,,,,,,,,,,2000109,108.07462686567135,-2.32131442,-1.0
,,,,,,,,,,,,,,2000110,109.08457711442756,-2.27633733,-1.0
,,,,,,,,,,,,,,2000111,110.09452736318377,-2.1337303100000002,-1.0
,,,,,,,,,,,,,,2000112,111.10447761193998,-1.92567705,-1.0
,,,,,,,,,,,,,,2000113,112.1144278606962,-1.70458419,-1.0
,,,,,,,,,,,,,,2000114,113.12437810945241,-1.50369306,-1.0
,,,,,,,,,,,,,,2000115,114.13432835820862,-1.30451617,-1.0
,,,,,,,,,,,,,,2000116,115.14427860696483,-1.11305685,-1.0
,,,,,,,,,,,,,,2000117,116.15422885572104,-0.941710672,-1.0
,,,,,,,,,,,,,,2000118,117.16417910447726,-0.7901134799999999,-1.0
,,,,,,,,,,,,,,2000119,118.17412935323347,-0.646224904,-1.0
,,,,,,,,,,,,,,2000120,119.18407960198968,-0.491411234,-1.0
,,,,,,,,,,,,,,2000121,120.19402985074589,-0.309527677,-1.0
,,,,,,,,,,,,,,2000122,121.2039800995021,-0.1,-1.0
,,,,,,,,,,,,,,2000123,122.21393034825832,0.11963004099999999,-1.0
,,,,,,,,,,,,,,2000124,123.22388059701453,0.345913414,-1.0
,,,,,,,,,,,,,,2000125,124.23383084577074,0.562171809,-1.0
,,,,,,,,,,,,,,2000126,125.24378109452695,0.7463804980000001,-1.0
,,,,,,,,,,,,,,2000127,126.25373134328316,0.885390177,-1.0
,,,,,,,,,,,,,,2000128,127.26368159203938,0.98050458,-1.0
,,,,,,,,,,,,,,2000129,128.2736318407956,1.0444138399999998,-1.0
,,,,,,,,,,,,,,2000130,129.2835820895518,1.08948367,-1.0
,,,,,,,,,,,,,,2000131,130.293532338308,1.1086360599999998,-1.0
,,,,,,,,,,,,,,2000132,131.30348258706422,1.09092419,-1.0
,,,,,,,,,,,,,,2000133,132.31343283582044,1.0539619599999999,-1.0
,,,,,,,,,,,,,,2000134,133.32338308457665,1.02239645,-1.0
,,,,,,,,,,,,,,2000135,134.33333333333286,1.00894474,-1.0
,,,,,,,,,,,,,,2000136,135.34328358208907,1.0074118799999998,-1.0
,,,,,,,,,,,,,,2000137,136.35323383084528,0.9976899300000001,-1.0
,,,,,,,,,,,,,,2000138,137.3631840796015,0.9627382800000001,-1.0
,,,,,,,,,,,,,,2000139,138.3731343283577,0.899215663,-1.0
,,,,,,,,,,,,,,2000140,139.38308457711392,0.785104165,-1.0
,,,,,,,,,,,,,,2000141,140.39303482587013,0.6207441530000001,-1.0
,,,,,,,,,,,,,,2000142,141.40298507462634,0.429002325,-1.0
,,,,,,,,,,,,,,2000143,142.41293532338256,0.240707837,-1.0
,,,,,,,,,,,,,,2000144,143.42288557213877,0.08265577999999998,-1.0
,,,,,,,,,,,,,,2000145,144.43283582089498,-0.03182198182000001,-1.0
,,,,,,,,,,,,,,2000146,145.4427860696512,-0.109718611039,-1.0
,,,,,,,,,,,,,,2000147,146.4527363184074,-0.17732196039,-1.0
,,,,,,,,,,,,,,2000148,147.46268656716362,-0.25626736699999997,-1.0
,,,,,,,,,,,,,,2000149,148.47263681591983,-0.357991504,-1.0
,,,,,,,,,,,,,,2000150,149.48258706467604,-0.48008856899999997,-1.0
,,,,,,,,,,,,,,2000151,150.49253731343225,-0.6052815619999999,-1.0
,,,,,,,,,,,,,,2000152,151.50248756218846,-0.706613017,-1.0
,,,,,,,,,,,,,,2000153,152.51243781094468,-0.75885521,-1.0
,,,,,,,,,,,,,,2000154,153.5223880597009,-0.756139822,-1.0
,,,,,,,,,,,,,,2000155,154.5323383084571,-0.720119324,-1.0
,,,,,,,,,,,,,,2000156,155.5422885572133,-0.6582421119999999,-1.0
,,,,,,,,,,,,,,2000157,156.55223880596952,-0.579449167,-1.0
,,,,,,,,,,,,,,2000158,157.56218905472574,-0.49416398800000005,-1.0
,,,,,,,,,,,,,,2000159,158.57213930348195,-0.40727183499999997,-1.0
,,,,,,,,,,,,,,2000160,159.58208955223816,-0.316266949,-1.0
,,,,,,,,,,,,,,2000161,160.59203980099437,-0.214567749,-1.0
,,,,,,,,,,,,,,2000162,161.60199004975058,-0.1,-1.0
,,,,,,,,,,,,,,2000163,162.6119402985068,0.023262745,-1.0
,,,,,,,,,,,,,,2000164,163.621890547263,0.1657524,-1.0
,,,,,,,,,,,,,,2000165,164.63184079601922,0.322020886,-1.0
,,,,,,,,,,,,,,2000166,165.64179104477543,0.473994308,-1.0
,,,,,,,,,,,,,,2000167,166.65174129353164,0.602866095,-1.0
,,,,,,,,,,,,,,2000168,167.66169154228785,0.696798381,-1.0
,,,,,,,,,,,,,,2000169,168.67164179104407,0.754431637,-1.0
,,,,,,,,,,,,,,2000170,169.68159203980028,0.784202562,-1.0
,,,,,,,,,,,,,,2000171,170.6915422885565,0.795679444,-1.0
,,,,,,,,,,,,,,2000172,171.7014925373127,0.79241357,-1.0
,,,,,,,,,,,,,,2000173,172.71144278606891,0.789121306,-1.0
,,,,,,,,,,,,,,2000174,173.72139303482513,0.799545077,-1.0
,,,,,,,,,,,,,,2000175,174.73134328358134,0.82530568,-1.0
,,,,,,,,,,,,,,2000176,175.74129353233755,0.8537645700000001,-1.0
,,,,,,,,,,,,,,2000177,176.75124378109376,0.864896124,-1.0
,,,,,,,,,,,,,,2000178,177.76119402984997,0.847169874,-1.0
,,,,,,,,,,,,,,2000179,178.7711442786062,0.813509836,-1.0
,,,,,,,,,,,,,,2000180,179.7810945273624,0.771795231,-1.0
,,,,,,,,,,,,,,2000181,180.7910447761186,0.7157386020000001,-1.0
,,,,,,,,,,,,,,2000182,181.80099502487482,0.637933857,-1.0
,,,,,,,,,,,,,,2000183,182.81094527363103,0.53697092,-1.0
,,,,,,,,,,,,,,2000184,183.82089552238725,0.419574943,-1.0
,,,,,,,,,,,,,,2000185,184.83084577114346,0.297770086,-1.0
,,,,,,,,,,,,,,2000186,185.84079601989967,0.18106786099999997,-1.0
,,,,,,,,,,,,,,2000187,186.85074626865588,0.07931652,-1.0
,,,,,,,,,,,,,,2000188,187.8606965174121,0.02211345799999999,-1.0
,,,,,,,,,,,,,,2000189,188.8706467661683,0.0016436549999999939,-1.0
,,,,,,,,,,,,,,2000190,189.88059701492452,-0.013572708680000004,-1.0
,,,,,,,,,,,,,,2000191,190.89054726368073,-0.05361738676,-1.0
,,,,,,,,,,,,,,2000192,191.90049751243694,-0.13232065878,-1.0
,,,,,,,,,,,,,,2000193,192.91044776119315,-0.24261738700000002,-1.0
,,,,,,,,,,,,,,2000194,193.92039800994937,-0.36211253,-1.0
,,,,,,,,,,,,,,2000195,194.93034825870558,-0.467901561,-1.0
,,,,,,,,,,,,,,2000196,195.9402985074618,-0.539177477,-1.0
,,,,,,,,,,,,,,2000197,196.950248756218,-0.553332181,-1.0
,,,,,,,,,,,,,,2000198,197.9601990049742,-0.50171233,-1.0
,,,,,,,,,,,,,,2000199,198.97014925373043,-0.39799429,-1.0
,,,,,,,,,,,,,,2000200,199.98009950248664,-0.275065005,-1.0
,,,,,,,,,,,,,,2000201,200.99004975124285,-0.1,-1.0
,,,,,,,,,,,,,,2000202,202.0,-0.1,-1.0
